509	00007
55526	00419
55753	00419
4143	00316
5223	00218
112817	00331
2805	00124
729020	00580
4942	00073
4942	00452
6888	00583
5002	00157
6240	00610
196074	00214
65003	00518
79731	00263
25996	00429
3145	00240
2597	00108
51202	00221
51067	00338
2819	00539
4891	00118
506	00008
6472	00501
1407	00182
55530	00187
84274	00119
328	00371
6729	00248
51004	00431
51004	00474
3320	00527
122622	00179
5315	00136
84264	00067
3029	00067
9093	00298
4682	00374
7284	00515
23475	00324
10294	00298
83752	00153
2806	00124
16	00234
11269	00221
55308	00221
1723	00131
3735	00441
2027	00353
1973	00221
5198	00137
6470	00501
79877	00193
55163	00337
9775	00221
7298	00320
3613	00285
498	00006
7064	00398
8192	00155
84705	00012
2821	00598
26330	00108
126789	00309
55052	00084
2023	00353
6390	00420
79947	00387
204	00528
1503	00354
7389	00508
5052	00487
51727	00528
5236	00425
1629	00322
1629	00418
6301	00489
10352	00581
5313	00136
55157	00113
63931	00556
80896	00331
128387	00096
55699	00294
29920	00079
2987	00406
23456	00219
23456	00220
23456	00254
9453	00478
2271	00341
159	00179
55304	00454
9054	00284
8813	00159
26164	00475
23761	00428
23464	00454
63929	00432
27349	00090
55687	00104
87178	00222
2673	00011
525	00057
10797	00242
8802	00416
4144	00316
22934	00502
254042	00393
64172	00471
3329	00258
3336	00259
92935	00536
6120	00580
1373	00023
471	00511
25953	00067
6556	00118
54995	00408
23171	00539
23395	00168
10201	00570
3615	00605
5859	00288
7086	00582
8801	00417
1371	00584
29083	00163
8833	00606
85476	00029
5984	00525
80273	00109
94031	00143
11019	00176
7358	00368
60558	00194
5471	00313
23173	00393
64850	00073
64850	00452
84076	00582
84869	00091
6389	00421
6897	00081
57486	00398
1719	00022
3094	00097
6583	00187
6584	00187
8382	00570
3313	00299
3035	00574
23438	00574
6208	00566
5917	00129
9945	00011
57176	00460
10554	00498
6891	00219
6891	00220
6891	00254
7923	00091
3326	00527
57505	00234
5232	00305
51557	00589
25821	00001
246269	00141
54516	00345
51106	00020
6648	00595
29960	00232
221823	00349
5224	00218
4967	00419
440	00587
1738	00321
3614	00605
6742	00500
526	00057
11212	00080
6224	00542
3612	00285
28998	00140
50808	00528
84681	00097
5239	00425
29968	00486
81689	00361
8789	00479
2203	00479
210	00132
92399	00389
138428	00350
203	00528
51116	00392
10555	00498
4512	00148
4514	00149
5634	00349
56474	00354
10549	00487
5230	00305
441531	00218
5631	00349
8277	00582
