22982	252479
23560	35963
91734	42526
HUMAN00037	42526
22884	42218
10531	35475
2665	34264
84991	3355114
22944	40242
509	43507
79746	36926
26019	31724
55526	43689
55176	33905
57118	43792
55388	35390
22929	36587
8559	42285
9397	38909
8516	36693
80013	32885
9317	41116
6251	34774
8029	326235
1787	34632
9200	34614
8027	34505
221078	40507
221079	38931
64215	32902
23412	31856
5305	3885565
219670	38322
2572	38484
23590	43697
10006	41718
84930	45969
HUMAN00670	35546
22931	44360
143098	36176
84569	37340
84569	37341
119180	37340
119180	37341
3799	36810
3688	44885
56288	32703
HUMAN00836	35420
8325	40090
9790	39904
55454	36079
253725	37331
100287932	3355096
5599	44801
1103	42249
6572	42795
55753	39899
100652748	3355096
100652748	3355096
387680	37331
56624	43618
5592	44817
65217	43528
7019	42433
80114	34946
983	34411
9886	40249
84890	38901
26091	38151
55680	43277
1763	31934
26128	33714
6832	40543
56681	42615
5464	37922
64106	43253
55222	32156
1979	33569
8879	46059
219699	36703
HUMAN01581	36044
54541	39270
HUMAN01604	41707
10367	33999
90550	59223
5033	43620
11319	38291
23234	41346
51021	36570
9632	33409
118487	50139
23053	50356
8509	38736
818	43828
7414	31201
132	39479
338599	32888
HUMAN01770	32888
7417	34500
84858	34847
83938	318582
3778	42940
9231	34573
11128	32524
6229	37589
10105	39573
10105	32595
4143	48552
81619	33838
27069	40898
27069	32041
94233	42261
2746	42832
9060	40167
84896	44021
5728	43991
142910	34450
142910	41643
643414	34450
643414	41643
340654	34463
340654	34451
3988	34463
3988	34451
53354	46234
10556	44392
80351	43095
9044	41943
54708	40556
3416	40248
54536	42499
118924	34781
159371	41375
64318	40870
142827	41477
5832	40443
7093	42945
56889	38635
6585	36746
23223	32320
5223	43447
5223	46246
51013	34548
84287	43268
64210	40626
80019	40647
118812	40627
2805	36782
81894	43353
51076	41877
1355	37809
55280	36208
282991	39234
9033	40116
9033	31246
6319	117369
6319	41536
25956	35877
4714	31604
84545	37750
81855	40552
8945	42504
25911	38095
10360	43560
10724	42518
30819	43126
79591	41060
9221	40433
8729	36337
79176	33705
79004	40967
10121	41566
51684	41565
403	42580
118980	40080
22978	32822
729020	35692
6877	47900
9148	41085
9644	43654
9748	37893
9446	38975
9446	38974
9446	38973
9446	38972
119391	38975
119391	38974
119391	38973
119391	38972
159686	43269
159686	3355174
7511	35029
120	37230
10285	7354399
9126	32627
27250	32337
8036	42093
57678	43350
51703	40056
64429	39057
64429	41522
143187	38085
840	43514
374354	3355145
55088	39810
3983	261629
26033	43315
119548	31532
6571	3346192
118987	32157
8661	40563
10935	42109
2869	49045
7073	42848
22876	42545
79892	33976
196051	40672
2263	42160
11101	37288
64376	41073
36	40059
9184	43490
4942	40145
HUMAN03300	33504
399818	33504
54764	41179
1488	41602
26098	38997
7390	41908
7390	31817
56647	41690
92565	40539
8038	3772109
1793	42817
55844	47877
3632	326119
10844	32946
1892	36536
92170	42697
60626	31874
5719	42802
HUMAN03560	34607
3265	41140
10522	40164
64787	33268
64787	42050
6888	37804
79751	41448
6181	36855
5441	42942
66005	34115
161	33211
9024	39732
387264	5740714
387264	3346142
387266	33954
440023	5740831
1509	45268
7136	32794
6150	38302
7054	38746
4676	37798
833	36784
114879	42412
4928	42816
27315	33258
391	43319
6240	34392
196120	32973
390031	32973
441584	32973
143506	32973
390033	32973
84067	48421
6609	37884
23647	41353
26515	3772213
26515	3772213
3611	53573
8642	33245
63875	38046
8495	39524
8665	40587
9866	44235
6157	33654
23258	38178
440026	32737
10527	44747
7465	33965
HUMAN04603	41427
9646	38149
55031	38644
55742	32990
7003	32536
10418	36333
22800	38494
1315	32820
5682	34359
5682	34726
6207	34149
5286	39329
3746	33599
26297	33332
7166	38121
2965	36598
7251	39881
144110	43492
10196	41837
57084	33427
8424	36481
8424	44620
8424	32399
55327	43003
196074	41278
120526	40686
196294	32505
26610	33775
5954	38145
10480	36565
55346	31520
1479	3354994
55226	31811
847	40048
51074	32334
7189	31746
8539	35053
51144	31703
2132	3772101
55343	40981
9409	40293
8525	31826
392	39385
9793	41952
4038	32552
84364	40487
53	48445
8567	32442
91252	43533
5702	42805
5913	43800
4722	38378
114971	42807
23788	38026
HUMAN05871	34549
6749	37767
26519	37478
219537	32872
HUMAN06067	36494
51075	37249
23220	31589
5007	42985
54948	31150
27339	37123
54972	31555
643834	326263
643847	326263
5222	326263
1642	41611
51524	33826
51259	41035
51259	41036
HUMAN06433	36103
HUMAN06433	35797
54949	36103
54949	35797
747	32343
746	39882
2237	36887
2495	32260
80150	32488
1937	44791
23193	49953
80789	41674
51035	38888
5436	261631
79064	36134
10482	43944
6811	34966
54663	35536
