84332	71200
84293	70564
81619	52588
387694	328381
10718	18183
27069	66092
387695	70045
92211	170677
340745	239038
5995	57811
26103	239037
54462	72972
2894	14803
23063	218914
94233	30044
11155	24131
657	12166
79812	105450
6623	20618
644054	69134
2746	14661
54537	75698
728118	328250
728130	328250
9562	17330
9060	23972
84896	67979
5728	19211
55328	MOUSE25369
8513	67717
643414	240633
643418	70166
340654	78753
118932	52024
57559	76630
59	11475
355	14102
9023	12642
3988	16889
3433	15958
3437	15959
3437	667370
439996	667373
439996	112419
439996	15957
3434	667373
3434	112419
3434	15957
387700	240638
53354	75735
9585	240641
3363	15566
10556	54364
27063	107765
84333	76073
143279	226098
5507	53412
80351	74493
143282	72514
9044	107182
22849	208922
54708	69104
3416	15925
3832	16551
3087	15242
54536	107371
340665	546726
1592	13082
26509	226101
55165	74107
338557	107221
5950	19662
5146	110855
118924	70567
9211	56839
159371	240660
51196	MOUSE25598
64318	57753
23232	209478
3070	15201
1562	72303
1562	69888
1562	13097
1562	13096
1562	107141
HUMAN02245	72303
HUMAN02245	69888
HUMAN02245	13097
HUMAN02245	13096
HUMAN02245	107141
1557	72303
1557	69888
1557	13097
1557	13096
1557	107141
1559	72303
1559	69888
1559	13097
1559	13096
1559	107141
9124	54132
10580	MOUSE25650
5832	56454
26123	67590
953	12495
387707	MOUSE25717
54619	240665
9849	72672
29760	17060
1791	21673
93377	226115
7093	24087
56889	107358
118788	83490
84458	212391
6585	20562
HUMAN02364	71085
84986	71085
10023	14296
10023	212398
10023	27412
23401	14296
23401	212398
23401	27412
23223	107094
5223	18648
51013	66583
84287	74168
64210	72199
80019	226122
HUMAN02414	MOUSE25883
112817	67432
HUMAN02419	84095
414157	66765
118812	226123
60370	69534
83742	277010
118813	319740
6425	54612
401647	71146
55118	72832
27291	52013
84171	67573
84795	74580
3257	192236
60495	545291
26507	83674
2805	14718
159296	18089
81894	246696
57089	93685
51076	66388
1355	226139
1244	12780
1369	93721
10613	226144
1147	12675
55280	72502
282991	73689
9033	329064
6319	30049
6319	20250
7479	MOUSE26050
25956	240667
4714	67264
4714	67264
55662	319594
5076	18504
55719	226151
84545	94067
57715	26456
56652	226153
84445	226154
79955	100503041
81855	94280
81621	107250
3195	21908
10660	16814
8945	12234
25911	226162
27343	56626
6468	MOUSE26171
2253	14179
10360	18150
10724	76055
30819	80906
79591	71617
79803	20170
8861	MOUSE26305
23082	226169
9221	70769
83401	12686
5309	18742
8729	107338
4791	18034
5662	73728
79176	68431
79004	67116
79946	MOUSE26537
79847	75146
10121	54130
51684	24069
HUMAN02765	93679
403	56350
118980	94279
54838	226178
1586	13074
119032	66439
119032	66439
57412	57344
54805	94219
22978	76952
9118	226180
84108	71041
6877	226182
84833	66477
22984	18572
51063	72691
255022	546729
119395	MOUSE26620
9148	18011
9644	14218
79991	108689
9748	20874
1308	12821
119392	67788
80217	100048534
9446	14873
119391	68214
85450	414801
159686	381229
22986	66673
114815	MOUSE26689
7511	170750
120	27360
4601	17859
10285	76479
1847	240672
9126	13006
282996	73713
27250	18569
92482	100503572
8036	56392
150	11551
57678	14732
6975	21684
51703	433256
64429	66980
143187	53611
6934	21416
3026	226243
4892	18175
840	12369
79949	226245
9937	55947
374354	66866
153	11554
55088	213993
56165	83561
340706	240675
84632	MOUSE25024
57700	226252
142940	72133
26033	226255
2674	14585
374355	75645
5406	69060
5407	18946
HUMAN03084	18947
143379	67507
259217	73442
387712	226265
57698	71653
11023	22326
338567	332396
6571	214084
118987	107368
2018	13797
22841	74998
63877	76539
2834	226278
143384	78832
340719	332397
8661	13669
404636	67894
119559	94281
10935	11757
2869	14773
6001	67865
7073	21843
9531	29810
22876	101490
79892	210711
11196	207352
196051	381925
55717	207425
2263	14183
11101	11907
54780	67872
10579	57752
118663	330660
59338	101476
HUMAN03242	56213
1755	12945
399814	233918
50624	16433
196792	69318
196792	68223
118670	69318
118670	68223
80007	68277
118672	214580
64376	67143
36	66885
340784	15373
3167	15372
9184	12237
2849	233919
119587	55987
51363	77590
4942	18242
390010	20231
64077	76429
HUMAN03300	72096
9679	77938
399818	72096
23172	109359
54764	360216
1488	13017
387718	73808
26098	214764
118856	214766
7390	22276
56647	66165
55760	MOUSE55958
92565	66930
8038	11489
118611	71007
1793	330662
642938	627214
594857	100043254
399823	MOUSE56051
119467	212070
5791	19267
4288	17345
HUMAN03392	17314
253738	13593
387723	77252
10539	30926
256536	70571
55844	52432
HUMAN03409	12176
282973	74004
10570	26757
282974	57740
80313	76612
170394	101631
3632	212111
84504	14912
54777	212124
85442	76484
8433	22286
101	11501
10844	74237
118472	69752
50632	68566
118471	22264
282969	69064
1892	93747
196743	212503
HUMAN03495	212503
92170	212508
503542	212518
619207	MOUSE56584
1571	13106
93426	74075
HUMAN03511	433752
51272	MOUSE56703
51272	54399
147199	338417
113746	69287
60626	101489
23410	64384
5719	23997
171389	101613
HUMAN03560	212974
387733	73835
387733	MOUSE56990
10581	MOUSE17473
10581	68713
10581	66141
8519	MOUSE17473
8519	68713
8519	66141
10410	MOUSE17473
10410	68713
10410	66141
338707	330671
11187	56460
59307	24058
338440	71345
81490	27388
6050	107702
3265	15461
115399	70552
256329	72000
8045	66985
57661	101471
3665	54123
53841	72040
6343	20287
1815	13491
10522	54006
64787	98845
6888	21351
347862	213350
51286	57754
79751	68267
55367	57913
6181	MOUSE09055
6181	67186
57104	66853
283229	213573
977	12476
5441	66491
7106	64540
66005	68038
161	11772
727897	74180
54472	54473
9024	75770
81532	101513
1850	18218
387264	100043617
387264	MOUSE57153
440021	115486481
440021	105243090
440021	114666
440021	105244938
440021	100043627
440021	50775
387266	115486481
387266	105243090
387266	114666
387266	105244938
387266	100043627
387266	50775
387267	100043617
387267	MOUSE57153
439915	115486481
439915	105243090
439915	114666
439915	105244938
439915	100043627
439915	50775
402778	320802
HUMAN03840	13033
1509	13033
90019	55925
7136	21953
4046	16985
102724536	677289
7140	MOUSE57213
6150	19935
HUMAN03903	16002
3630	16333
3630	16334
7054	21823
430	17173
10077	27027
975	12520
10078	56844
29850	56843
3784	16535
1028	MOUSE57274
5002	18400
7262	22113
4676	17955
833	27267
114879	79196
386746	381974
116534	244238
116969	11875
417	11870
57053	504186
4928	269966
27315	233575
391	56212
6786	20866
6240	20133
143496	259083
6737	20821
119774	259106
119772	258322
143502	258749
390037	258749
55128	101700
390038	258358
143503	259097
81285	170639
401661	259117
256892	MOUSE56782
256892	258752
256892	259091
119695	259092
119695	MOUSE56827
119695	MOUSE56832
119694	259095
119692	259089
HUMAN04147	258357
119687	258248
81282	259113
79324	259119
119682	MOUSE56839
119679	404317
119678	259054
390054	18370
390054	18369
3043	100503605
3043	100503605
3045	100503605
3045	100503605
3048	15135
3046	15135
79339	18367
79339	18366
390058	18365
390059	258961
390061	MOUSE51160
390061	MOUSE51162
390063	258819
390064	259075
390066	259058
50613	244178
143630	244179
390067	258746
340980	MOUSE51216
117854	94088
53840	94094
53840	MOUSE51294
85363	667823
85363	319236
387748	258309
390072	259051
390072	259143
390073	258743
390075	259045
79473	MOUSE51426
390077	259100
390077	259061
HUMAN04240	MOUSE51468
HUMAN04240	258147
HUMAN04242	MOUSE51468
HUMAN04242	258147
390081	258355
390082	258753
390083	259046
390083	404318
390084	259047
338751	258160
HUMAN04252	244187
255725	259063
120787	MOUSE51552
160298	100503879
84067	74349
1262	233649
887	12426
HUMAN04274	109042
6609	20597
322	11785
3263	15458
10612	55992
23647	76932
26515	14356
26515	14356
26515	14356
26515	14356
144132	MOUSE52277
23378	101867
3611	16202
6881	24075
1200	12751
8642	233651
63875	27397
338755	258593
338755	66786
338755	259034
338755	258350
144125	258593
144125	66786
144125	259034
144125	258350
8590	18317
144124	MOUSE52569
144124	259035
341276	MOUSE52569
341276	259035
283297	18314
120776	384732
120776	258776
338323	76858
27288	76572
143425	60510
8495	19024
51700	320635
341277	244199
120066	MOUSE52758
120066	258769
390093	258721
390093	258136
26496	258303
338322	244202
8665	66085
7275	22141
79608	320360
4004	109594
65975	117229
9866	330627
6157	26451
6764	76954
56672	57373
56673	57355
56676	56787
56674	56786
56675	MOUSE53146
57758	MOUSE53194
23258	19347
440026	233724
10527	233726
7702	20841
7465	22390
23075	20947
HUMAN04603	319934
133	11535
272	11717
50862	67150
10894	114332
10335	MOUSE53585
9646	22083
1982	MOUSE53645
374378	233733
55031	74996
27122	50781
55742	57342
7003	MOUSE54134
644943	78748
406	11865
84280	68815
5741	19226
10418	233744
22800	66922
1315	70349
5682	26440
5140	18576
120227	244209
797	12310
796	12310
HUMAN04782	233752
55553	20679
10944	56372
144100	233765
6207	68052
5286	18704
4925	53322
3767	16514
6833	20927
10083	72088
340990	18419
4654	17927
3746	16502
26297	27414
7166	21990
113174	78935
117195	MOUSE56084
117195	668725
117195	233221
117195	668727
117195	235712
117195	233222
117195	235854
117195	404242
117195	243978
117196	MOUSE56084
117196	668725
117196	233221
117196	668727
117196	235712
117196	233222
117196	235854
117196	404242
117196	243978
HUMAN04926	20211
100528017	20211
6288	20210
6288	20208
6288	20209
11234	246694
2965	MOUSE55946
3939	16828
3948	16833
160287	106557
7251	22088
55293	54122
HUMAN04997	MOUSE56069
144108	101685
144110	67893
84867	19259
259249	MOUSE56084
259249	668725
259249	233221
259249	668727
259249	235712
259249	233222
259249	235854
259249	404242
259249	243978
117194	MOUSE56084
117194	668725
117194	233221
117194	668727
117194	235712
117194	233222
117194	235854
117194	404242
117194	243978
54503	243983
8048	13009
79733	108961
89797	78286
120237	13172
10553	MOUSE56193
10196	71974
9152	104245
4745	338352
203859	233246
57084	140919
2188	100040608
2620	14453
258010	75744
100500938	100503036
338645	233271
63982	228432
143662	269328
159963	241612
387758	67606
8424	170442
91057	68201
55366	107515
55327	22343
627	12064
81930	228421
196074	76894
3739	16492
2488	14308
120534	212772
744	77015
120526	99349
196294	66541
26610	77766
5080	18508
HUMAN05240	19672
5954	19672
7490	MOUSE34411
10480	98221
493860	211936
79056	228413
79832	99003
91614	211896
55346	320554
1479	228410
10114	15259
25758	MOUSE34287
100131378	68243
966	333883
966	12509
966	333883
966	12509
26273	57443
4005	16909
4076	53872
55226	98956
25841	99382
847	12359
HUMAN05346	13711
HUMAN05352	13661
51074	56369
8050	27402
960	12505
6506	20511
25891	210622
24147	14221
54765	80985
HUMAN05440	241576
29099	76501
79899	72446
7189	22034
5896	19373
5897	19374
119710	68170
57689	241568
8539	11800
55761	74569
51144	56348
221120	69113
HUMAN05523	620695
390110	381411
84680	329470
2132	14043
60529	11695
3732	12521
90139	241556
9537	277414
56981	100042784
57586	80976
8534	76969
55343	228368
HUMAN05588	12953
9479	19099
143678	75641
9409	18633
120071	228366
51317	192285
90993	26427
8525	104418
4192	17242
1132	12672
55626	228361
283254	241547
9776	51897
392	MOUSE33028
79797	381410
2147	14061
9793	75786
4038	228357
79096	228356
84364	77038
29763	80708
1643	107986
53	11432
10062	22259
8567	MOUSE32559
4607	17868
6688	20375
91252	68427
5702	19182
5913	19400
10658	13046
4722	68349
114971	MOUSE36333
55709	67136
114900	67445
23788	56428
79841	271813
23360	MOUSE31706
HUMAN05871	59015
5795	MOUSE31635
119765	258987
119765	MOUSE31577
119764	258340
119764	258339
119764	257665
119764	258330
390113	MOUSE31538
256144	258206
79346	258983
403253	258985
120824	547109
120824	666731
120824	666747
283116	547109
283116	666731
283116	666747
2346	53320
283093	MOUSE31474
283093	258338
HUMAN05905	258466
HUMAN05905	258976
HUMAN05905	258790
119749	258980
HUMAN05907	258786
HUMAN05907	258804
HUMAN05907	258447
HUMAN05907	258968
HUMAN05907	258967
HUMAN05907	259145
HUMAN05907	404331
HUMAN05907	258370
HUMAN05907	258468
81318	258786
81318	258804
81318	258447
81318	258968
81318	258967
81318	259145
81318	404331
81318	258370
81318	258468
81327	258786
81327	258804
81327	258447
81327	258968
81327	258967
81327	259145
81327	404331
81327	258370
81327	258468
81328	258975
81309	258025
81309	257921
219428	258748
219428	258450
219428	258453
219429	258896
81300	MOUSE31100
219431	MOUSE31093
219431	MOUSE31102
219432	258768
219432	258785
8594	MOUSE31031
219436	258105
219436	258638
219437	258846
219438	117004
26338	258846
390144	258636
84767	547109
84767	666731
84767	666747
390148	258652
390148	258833
390148	MOUSE35407
390148	258631
390148	258103
10798	258640
HUMAN05932	MOUSE35337
HUMAN05932	MOUSE35338
HUMAN05932	MOUSE35340
HUMAN05932	258347
219447	258586
120586	258763
390151	257901
390151	258842
390151	258764
390151	258587
390152	257901
390152	258842
390152	258764
390152	258587
81168	259019
81168	404325
219453	258866
219453	259016
219453	259018
219453	404324
219453	257974
282775	259012
HUMAN05944	259082
HUMAN05945	258585
HUMAN05945	257913
HUMAN05945	258725
HUMAN05945	258584
390154	258363
390154	258362
390154	228228
219469	257901
219469	258842
219469	258764
219469	258587
219473	259014
390157	258575
219477	259019
219477	404325
219417	259013
219417	18352
HUMAN05960	MOUSE07296
HUMAN05960	MOUSE35107
HUMAN05960	MOUSE52820
HUMAN05960	MOUSE61568
219479	MOUSE35150
HUMAN05962	258216
HUMAN05962	258245
HUMAN05964	258216
HUMAN05964	258245
219482	258572
219484	257916
219487	257936
219487	258154
390167	258582
390167	258580
390168	258582
390168	258580
338675	258573
219493	259017
390174	258757
390174	258562
390174	257915
283189	258563
HUMAN05976	MOUSE35081
HUMAN05977	258427
HUMAN05977	258425
HUMAN05977	258426
390181	258427
390181	258425
390181	258426
219527	241528
187	23796
85456	228140
6749	20833
5024	228139
10394	53856
5553	19074
29015	58207
349667	269295
8501	72401
26519	30059
219537	68678
9246	56791
710	12258
219539	241525
HUMAN06067	98985
25921	228136
219541	381379
51075	66958
280636	72657
643376	100270744
1500	12388
1500	12388
219956	258097
219954	258793
219954	258151
219957	258736
HUMAN06144	258991
219959	258991
219960	258342
219960	258992
81341	258098
81341	MOUSE26468
441608	MOUSE26418
441608	258690
390190	258700
390191	258694
390191	258696
219968	258697
9404	107321
80829	MOUSE26359
80829	109910
HUMAN06162	MOUSE26359
HUMAN06162	109910
1270	12803
10249	107146
63901	107373
23220	207521
219972	MOUSE26332
390195	258683
390195	258680
390195	258682
390195	258117
219981	MOUSE26322
219982	258677
219983	258673
390197	258676
390197	258155
390197	258805
219986	258675
5007	76303
219988	225929
390201	258405
HUMAN06225	20908
54948	94063
2694	14603
112577461	170834
219990	225922
932	170813
2206	14126
64231	73656
64231	69774
64231	68774
51338	666907
51338	64380
51338	60361
HUMAN06270	666907
HUMAN06270	64380
HUMAN06270	60361
58475	109225
64232	269063
931	12482
54860	381213
503497	73466
83661	64381
HUMAN06320	76002
219995	545279
341116	69826
79080	108673
11251	14764
22917	22786
27339	28000
79073	68539
54972	98170
51296	65221
923	12511
921	12507
55048	107305
220001	71768
1642	13194
26007	225913
220002	225912
51524	72982
51259	68642
79869	269061
HUMAN06433	66072
54949	66072
220004	67752
390205	278795
9066	54525
747	269060
745	225908
746	69038
2237	14156
9415	56473
3992	76267
3995	60527
HUMAN06511	74760
7439	24115
2495	14319
3619	16319
4246	102639117
4250	102639117
80150	66514
7356	22287
79026	66395
1937	67160
HUMAN06558	70044
9219	23942
256364	225898
6094	19881
26229	72727
23193	14376
80789	109077
HUMAN06596	66276
HUMAN06596	MOUSE25880
79081	102308570
79081	MOUSE25876
102288414	66276
102288414	MOUSE25880
790955	107197
51035	225896
221091	68852
HUMAN06615	68693
26580	14705
2785	14704
221092	68693
283237	70387
HUMAN06643	75291
5436	67710
10629	225895
79064	66836
374395	67706
10482	53319
6811	56389
111216277	74307
54663	107071
HUMAN06694	17254
1128	12669
9356	18399
9376	19879
387775	207151
387775	236149
387775	171405
387775	434674
387775	236293
387775	319800
387601	207151
387601	236149
387601	171405
387601	434674
387601	236293
387601	319800
114571	207151
114571	236149
114571	171405
114571	434674
114571	236293
114571	319800
117245	MOUSE25759
HUMAN06734	56072
11145	225845
25923	109168
10313	20168
65998	108899
144097	68229
2011	13728
283248	104383
79829	70999
1351	12868
HUMAN06791	107260
28992	107227
23769	396184
10963	20867
83706	108101
83707	107328
84304	68323
3338	57431
7423	22340
HUMAN06837	14227
26472	18938
5331	18797
572	12015
56834	107173
50801	16528
25858	67077
2101	26379
51504	67674
25824	54683
283234	78317
8986	56613
116085	20521
9379	18190
10235	19395
5837	19309
7536	22668
5871	26412
4221	MOUSE25439
55561	240505
10938	13660
23130	329015
5526	225849
170589	170458
116071	74481
HUMAN07004	56327
29907	69024
29901	66406
HUMAN07019	381204
113130	67849
7542	81909
100130348	433215
738	68505
7108	73166
741	29805
2197	14109
84447	74126
740	18120
823	12333
23649	18969
HUMAN07121	18969
10435	104252
5977	19708
220359	332359
283130	107375
83786	67457
57410	78891
4054	16998
10534	56390
10534	56390
23625	17826
254102	114601
10089	16530
4296	26403
399909	104401
6494	20469
5970	19697
10524	81601
84153	68209
91056	381201
5017	18426
1072	12631
254122	225861
80198	71711
30008	58859
1521	13041
9158	58249
11007	240514
8061	14283
83638	107242
10589	66556
254187	MOUSE25009
9092	20227
84285	69860
8815	23825
1474	73720
117144	225865
89792	545276
10992	319322
55690	107975
64837	16594
81876	76308
254263	12794
10897	68090
256472	381199
57124	70445
9610	225870
25855	107392
11041	108902
11041	108902
3177	13340
266743	225872
65003	66419
246330	240518
HUMAN07399	75221
HUMAN07406	52028
582	52028
254359	70605
89	11474
8722	56464
55231	399599
9973	12460
100526737	102902673
100526737	MOUSE27129
83759	66704
6712	20743
79703	MOUSE25738
9986	19671
78999	225875
254439	69861
91683	171180
29984	11854
22992	225876
156	110355
338692	68423
54961	245857
5883	19367
57804	MOUSE26921
57804	69745
HUMAN07554	MOUSE26921
HUMAN07554	69745
23529	56708
5499	19045
374403	108995
HUMAN07567	107239
6199	58988
5790	19265
57175	23789
390212	269053
57010	73660
80194	MOUSE26879
9049	11632
9600	18739
10263	52004
HUMAN07609	29866
2950	14870
2950	14869
4723	17995
254552	66387
254552	66387
347853	109575
91703	71670
222	73458
81622	MOUSE26826
221	67689
4728	225887
10312	27060
1119	12660
51111	225888
53838	72056
4041	16973
55291	52036
51083	14419
9633	17771
1374	12894
219927	353242
3508	20589
116512	211578
116535	211577
219931	233979
107984345	100040049
595	12443
220064	MOUSE51583
9965	14170
2249	14175
2248	14174
55107	MOUSE51546
8772	14082
8500	233977
2017	13043
22941	210274
1717	MOUSE57316
55191	78914
440050	115486481
440050	105243090
440050	114666
440050	105244938
440050	100043627
440050	50775
3846	115486481
3846	105243090
3846	114666
3846	105244938
3846	100043627
3846	50775
387273	100043617
387273	MOUSE57153
HUMAN07851	115486481
HUMAN07851	105243090
HUMAN07851	114666
HUMAN07851	105244938
HUMAN07851	100043627
HUMAN07851	50775
100129216	654458
55298	75212
10068	16068
4926	101706
220074	791260
120356739	69358
55004	66508
HUMAN07935	791260
25906	MOUSE56389
2348	14275
2350	14276
3636	16332
401	11859
81570	20480
5138	MOUSE56120
5138	207728
116985	69710
10809	56018
89849	73683
HUMAN08062	207278
5029	18442
5031	233571
9828	207212
84957	320100
23201	319604
58473	27276
5870	19346
51642	52443
51287	68185
374407	69387
7351	22228
7352	22229
26005	277939
51400	72590
283208	320452
283209	70974
10008	57442
387787	67164
10714	67967
25884	69121
254225	108937
143570	446101
9789	66624
10825	50877
341152	259066
11309	101488
100507050	100503386
408	MOUSE55109
6188	27050
283212	72184
81544	233552
871	12406
4135	17760
80168	233549
84649	67800
7405	78610
7481	22411
5612	72981
56946	233545
2615	434215
25987	244152
55331	66190
192134	272411
HUMAN08364	12337
4975	18378
4647	17921
HUMAN08376	233537
5058	18479
1207	12729
282679	66333
51773	233532
28971	MOUSE54074
92105	101861
65987	233529
100532726	68197
7069	21835
4718	68197
79053	381903
283219	622320
57558	244144
9846	14389
79731	244141
26011	23966
220382	58238
5547	72461
220042	74041
27314	75985
51585	74737
60492	66365
1740	23859
55863	68472
84233	66271
58487	233490
220388	70054
54843	83671
220047	75338
8301	233489
8726	13626
51501	67669
60494	70884
10873	109264
11098	76453
8322	14366
65084	72759
23682	72433
1075	13032
2915	108071
7299	22173
50507	50490
57093	547109
57093	666731
57093	666747
399939	547109
399939	666731
399939	666747
399939	547109
399939	666731
399939	666747
642612	547109
642612	666731
642612	666747
642623	546118
10003	MOUSE62192
26973	66917
120114	270120
4544	244701
120103	234967
159989	234964
56935	170748
85459	319675
79101	75316
28970	70984
HUMAN08803	234959
9440	234959
387804	69137
341208	244698
24145	55991
390243	64931
10888	14608
4361	17535
54851	56503
643037	69325
143689	MOUSE61903
2526	14345
154810	75723
51503	66070
55693	244694
23052	71946
143686	75747
143684	72826
9702	74360
8898	77116
84441	270118
79780	66396
8690	77532
53942	244682
143872	71544
5241	18667
7225	22068
85016	234912
10413	22601
HUMAN09005	11796
329	11797
114908	71929
4316	17393
9313	30800
64066	MOUSE64395
4317	17394
4319	17384
4312	83995
4312	83996
4314	17392
4321	17381
4322	17386
84259	76863
79659	110350
80310	71785
414301	71829
HUMAN09063	12364
837	12363
834	12362
2893	14802
84437	78100
143879	69149
60496	67618
2977	234889
143884	244672
HUMAN09140	67667
55531	270162
54733	72022
54734	270160
8065	75717
38	110446
4863	244879
472	MOUSE61061
160140	75311
143888	68304
23086	320051
1662	77591
399947	330941
5962	19684
85463	244871
2230	14148
HUMAN09238	244867
341032	69809
120376	100502940
5450	18985
54766	MOUSE60978
399949	235345
143903	244864
23235	235344
5519	73699
79796	102580
79796	102580
91893	382137
64776	68721
1410	12955
3316	69253
3316	69253
91894	66952
85458	330938
1737	235339
120379	72614
55216	270156
26521	30057
6392	66925
HUMAN09360	66925
3606	16173
56158	66654
83875	170752
5805	19286
349633	76509
4684	17967
54970	235330
255239	244859
1813	13489
80975	80893
9183	26951
57646	235323
9177	57014
3359	15561
7704	235320
4837	18113
54494	434402
10179	67010
25996	104444
120400	78252
54827	244853
120406	78252
23705	54725
84811	215051
8882	22687
116519	66113
337	11808
345	11814
335	11806
23387	70661
5049	18475
HUMAN09551	214597
6876	21345
9159	18554
257160	235315
23621	23821
22897	214552
HUMAN09593	MOUSE63085
486	11936
53826	59095
84000	214531
3587	16154
100526771	408059
56649	214523
6330	399548
6327	72821
120425	270152
196264	319742
10205	14012
916	12501
915	12500
917	12502
9354	140630
10632	MOUSE00942
10632	27425
4297	MOUSE62888
143941	192653
84866	71687
HUMAN09706	MOUSE62828
372	213827
23187	102693
11181	58866
1656	13209
643	12145
283149	80288
7379	22269
283150	382074
338657	382073
6230	75617
51399	60409
HUMAN09756	14385
10525	12282
55823	71732
3145	15288
3014	319162
3014	319170
3014	319170
3014	319170
3014	319170
3014	319168
3014	319170
3014	319173
3014	319170
3014	319170
3014	319170
3014	319170
3014	319163
3014	621893
3014	319176
3014	15267
3014	15267
3014	232440
3014	15270
1798	13478
9854	71764
25988	102423
64137	192663
79671	270151
79849	170761
283152	270150
867	12402
4162	84004
79102	213211
79102	213211
83552	259172
114902	235312
9099	53376
7070	21838
5818	MOUSE62068
23650	72169
220323	102644
25833	18988
HUMAN09884	235300
23365	69632
2900	110637
219899	272589
HUMAN09900	272589
7007	21683
6309	235293
6653	20660
84959	72828
56253	54698
79864	70989
390259	244813
3312	15481
79827	71566
57476	235283
55800	235281
7753	80902
390260	258608
338661	75667
338662	258854
219875	258601
219873	258853
79490	258283
390264	259109
390264	259112
390264	259110
219870	259109
219870	259112
219870	259110
390265	259109
390265	259112
390265	259110
4013	67776
4013	244810
26497	258327
HUMAN09994	258606
HUMAN09996	258606
26494	258741
26494	258431
26494	18343
219865	258741
219865	258431
219865	18343
283159	18324
283159	258433
283160	404322
283160	258811
