HUMAN63742	WIGBR00502	1:1	1174593
HUMAN65562	WIGBR00393	n:1	
HUMAN65607	WIGBR00351	1:1	1184524
HUMAN65987	WIGBR00471	1:1	1086407
HUMAN66198	WIGBR00258	1:1	894219
HUMAN66219	WIGBR00259	1:1	
HUMAN66231	WIGBR00536	1:1	1167656
HUMAN66691	WIGBR00580	n:1	1183798
HUMAN66720	WIGBR00023	1:1	1185730
HUMAN66773	WIGBR00511	1:1	1006883
HUMAN66880	WIGBR00067	n:1	
HUMAN66904	WIGBR00118	n:1	
HUMAN68945	WIGBR00408	1:1	
HUMAN69018	WIGBR00539	n:1	
HUMAN69593	WIGBR00168	1:1	639905
HUMAN69785	WIGBR00570	n:1	
HUMAN69956	WIGBR00605	n:1	
HUMAN69969	WIGBR00288	1:1	1136898
HUMAN70575	WIGBR00582	n:1	666729
HUMAN70887	WIGBR00417	n:1	
HUMAN71188	WIGBR00584	1:1	1102192
HUMAN71523	WIGBR00163	1:1	
HUMAN73009	WIGBR00606	1:1	954290
HUMAN73099	WIGBR00029	1:1	680919
HUMAN73932	WIGBR00525	1:1	
HUMAN74823	WIGBR00109	1:1	
HUMAN74854	WIGBR00143	1:1	
HUMAN75277	WIGBR00176	1:1	1185150
HUMAN75290	WIGBR00368	1:1	1184091
HUMAN75420	WIGBR00194	1:1	1189219
HUMAN75636	WIGBR00313	1:1	1187759
HUMAN75903	WIGBR00242	n:1	
HUMAN76252	WIGBR00127	1:1	
HUMAN76665	WIGBR00393	n:1	974824
HUMAN76970	WIGBR00073	n:m	
HUMAN76970	WIGBR00452	n:m	
HUMAN77987	WIGBR00582	n:1	
HUMAN78092	WIGBR00091	n:1	836502
HUMAN78465	WIGBR00421	1:1	
HUMAN78749	WIGBR00081	1:1	
HUMAN79391	WIGBR00398	n:1	
HUMAN79868	WIGBR00022	1:1	1177780
HUMAN80574	WIGBR00097	n:1	
HUMAN80660	WIGBR00187	n:1	
HUMAN80661	WIGBR00187	n:1	
HUMAN80933	WIGBR00570	n:1	
HUMAN80998	WIGBR00299	1:1	680920
HUMAN81232	WIGBR00574	n:1	1185859
HUMAN81251	WIGBR00574	n:1	
HUMAN81728	WIGBR00566	1:1	1125322
HUMAN82175	WIGBR00129	1:1	1180908
HUMAN82779	WIGBR00011	n:1	
HUMAN83818	WIGBR00460	1:1	639910
HUMAN84166	WIGBR00498	n:1	1128596
HUMAN84234	WIGBR00219	n:m	
HUMAN84234	WIGBR00220	n:m	
HUMAN84234	WIGBR00254	n:m	
HUMAN84287	WIGBR00091	n:1	
HUMAN84872	WIGBR00546	1:1	
HUMAN85033	WIGBR00527	n:1	
HUMAN85052	WIGBR00234	n:1	
HUMAN85149	WIGBR00305	n:1	
HUMAN85326	WIGBR00589	1:1	
HUMAN85458	WIGBR00001	1:1	1187128
HUMAN85955	WIGBR00141	1:1	1175492
HUMAN87090	WIGBR00345	1:1	1148948
HUMAN87143	WIGBR00020	1:1	
HUMAN87221	WIGBR00595	1:1	1184400
HUMAN87613	WIGBR00232	1:1	1189084
HUMAN87979	WIGBR00349	n:1	
HUMAN88722	WIGBR00218	n:1	
HUMAN88814	WIGBR00419	n:1	1186624
HUMAN90043	WIGBR00587	1:1	
HUMAN90774	WIGBR00321	1:1	
HUMAN91195	WIGBR00605	n:1	1186882
HUMAN91668	WIGBR00500	1:1	964843
HUMAN92811	WIGBR00057	n:1	
HUMAN93391	WIGBR00080	1:1	1149246
HUMAN93912	WIGBR00542	1:1	
HUMAN94434	WIGBR00285	n:1	
HUMAN95335	WIGBR00140	1:1	1189233
HUMAN95916	WIGBR00079	n:1	
HUMAN96351	WIGBR00528	n:1	
HUMAN96961	WIGBR00097	n:1	1158870
HUMAN97171	WIGBR00425	n:1	
HUMAN97363	WIGBR00486	1:1	1171096
HUMAN97453	WIGBR00361	1:1	
HUMAN97654	WIGBR00479	n:1	
HUMAN97656	WIGBR00479	n:1	
HUMAN98100	WIGBR00132	1:1	
HUMAN98283	WIGBR00389	1:1	1185662
HUMAN98566	WIGBR00350	1:1	1117245
HUMAN98602	WIGBR00528	n:1	
HUMAN99212	WIGBR00392	1:1	
HUMAN99320	WIGBR00498	n:1	
HUMAN99524	WIGBR00148	1:1	681171
HUMAN99528	WIGBR00149	1:1	681013
HUMAN99768	WIGBR00349	n:1	
HUMAN99888	WIGBR00354	n:1	
HUMAN100034	WIGBR00487	n:1	682031
HUMAN101390	WIGBR00305	n:1	1187784
HUMAN101391	WIGBR00218	n:1	
HUMAN101755	WIGBR00349	n:1	1154438
HUMAN102815	WIGBR00582	n:1	


